---------- Pre-processing ----------

file: 1 || word: Poor
file: 1 || word: New
file: 1 || word: Zealand
file: 1 || word: Infometrics
file: 1 || word: Gareth
file: 1 || word: Kiernan.
file: 1 || word: Infometrics’
file: 1 || word: New
file: 1 || word: Zealand’s
file: 1 || word: GDP
file: 1 || word: Kiernan
file: 1 || word: Chinese
file: 1 || word: “New
file: 1 || word: Zealand
file: 1 || word: Kiernan
file: 1 || word: “This
file: 1 || word: GDP
file: 1 || word: But
file: 1 || word: “Labour
file: 1 || word: “With
file: 1 || word: “It’s
file: 1 || word: New
file: 1 || word: Zealand’s
file: 1 || word: “The
file: 1 || word: But
file: 1 || word: “Low
file: 1 || word: Kiernan
file: 1 || word: “Caution
file: 1 || word: New
file: 1 || word: Zealand’s
file: 1 || word: Kiernan
file: 1 || word: Government
file: 1 || word: Broader
file: 1 || word: Government
file: 1 || word: “Those
file: 1 || word: Given
file: 1 || word: Government
file: 2 || word: Thursday
file: 2 || word: GDP
file: 2 || word: With
file: 2 || word: GDP
file: 2 || word: Once
file: 2 || word: Prasanna,
file: 2 || word: ICICI
file: 2 || word: Securities
file: 2 || word: Primary
file: 2 || word: Dealership.
file: 2 || word: Agriculture,
file: 2 || word: March
file: 2 || word: June
file: 2 || word: GST
file: 2 || word: GDP
file: 2 || word: Thus
file: 2 || word: GDP
file: 2 || word: SBI
file: 2 || word: Group
file: 2 || word: Soumya
file: 2 || word: Kanti
file: 2 || word: Ghosh
file: 2 || word: Based
file: 2 || word: Policymakers
file: 2 || word: Central
file: 2 || word: Statistics
file: 2 || word: Office
file: 2 || word: Centre
file: 3 || word: Asia's
file: 3 || word: Consumer
file: 3 || word: Then
file: 3 || word: GDP
file: 3 || word: Now
file: 3 || word: Philippine
file: 3 || word: Inflation
file: 3 || word: Storm
file: 3 || word: Boracay
file: 3 || word: Island
file: 3 || word: Eduardo
file: 3 || word: Araral,
file: 3 || word: National
file: 3 || word: University
file: 3 || word: One
file: 3 || word: Infrastructure
file: 3 || word: Slumps
file: 3 || word: President
file: 3 || word: Rodrigo
file: 3 || word: Duterte
file: 3 || word: August
file: 3 || word: Southeast
file: 3 || word: World
file: 3 || word: More
file: 3 || word: Philippine
file: 3 || word: GDP
file: 3 || word: Mangkhut
file: 3 || word: September
file: 3 || word: Usman
file: 3 || word: Western
file: 3 || word: Song
file: 3 || word: Seng
file: 3 || word: Wun,
file: 3 || word: CIMB
file: 3 || word: Tourism
file: 3 || word: Boracay
file: 3 || word: Island
file: 3 || word: Duterte
file: 3 || word: April
file: 3 || word: October
file: 3 || word: Quest
file: 3 || word: But
file: 3 || word: Investment
file: 3 || word: Rajiv
file: 3 || word: Biswas,
file: 3 || word: IHS
file: 3 || word: Markit.
file: 3 || word: Duterte's
file: 3 || word: Officials
file: 3 || word: Metro
file: 3 || word: Budget
file: 3 || word: Management
file: 3 || word: Secretary
file: 3 || word: Benjamin
file: 3 || word: Diokno
file: 3 || word: Progress
file: 3 || word: Duterte
file: 3 || word: Congress
file: 3 || word: Investors
file: 3 || word: Song
file: 3 || word: Congress
file: 3 || word: Foreign
file: 3 || word: Investments
file: 3 || word: Act,
file: 3 || word: Bright
file: 3 || word: Some
file: 3 || word: Tourism
file: 3 || word: Cebu
file: 3 || word: Biswas
file: 3 || word: Clark
file: 3 || word: Field.
file: 3 || word: Asian
file: 3 || word: Development
file: 3 || word: Bank
file: 3 || word: Jonathan
file: 3 || word: Ravelas,
file: 3 || word: Banco
file: 3 || word: Oro
file: 3 || word: UniBank
file: 3 || word: Metro
file: 3 || word: VOA
file: 4 || word: Being
file: 4 || word: CPTPP,
file: 4 || word: Comprehensive
file: 4 || word: Progressive
file: 4 || word: Trans
file: 4 || word: Partnership
file: 4 || word: (CPTPP)
file: 4 || word: Pham
file: 4 || word: Chi
file: 4 || word: Lan.
file: 4 || word: Specifically,
file: 4 || word: CPTPP,
file: 4 || word: Lan
file: 4 || word: Moreover,
file: 4 || word: CPTPP
file: 4 || word: European
file: 4 || word: Union
file: 4 || word: (EU),
file: 4 || word: Lan
file: 4 || word: Southeast
file: 4 || word: EU
file: 4 || word: EU
file: 4 || word: FTA
file: 4 || word: (EVFTA)
file: 4 || word: Lan
file: 4 || word: EU's
file: 4 || word: CPTPP.
file: 4 || word: According
file: 4 || word: Lan,
file: 4 || word: CPTPP
file: 4 || word: EVFTA
file: 4 || word: However,
file: 4 || word: Vietnam
file: 4 || word: Lan
file: 4 || word: With
file: 4 || word: CPTPP
file: 4 || word: EVFTA,
file: 4 || word: Lan
file: 4 || word: CPTPP
file: 4 || word: January
file: 4 || word: Before
file: 4 || word: CPTPP
file: 4 || word: New
file: 4 || word: Zealand,
file: 4 || word: National
file: 4 || word: Center
file: 4 || word: Socio
file: 4 || word: Economic
file: 4 || word: Information
file: 4 || word: Forecast
file: 4 || word: (NCIF)
file: 4 || word: Ministry
file: 4 || word: Planning
file: 4 || word: Investment
file: 4 || word: CPTPP
file: 4 || word: GDP
file: 4 || word: CPTPP
file: 4 || word: New
file: 4 || word: Zealand
file: 4 || word: Private
file: 4 || word: CPTPP,
file: 4 || word: Lan
file: 4 || word: Commission
file: 4 || word: Management
file: 4 || word: State
file: 4 || word: Capital
file: 4 || word: (CMSC),
file: 4 || word: (SOEs)
file: 4 || word: Moreover,
file: 4 || word: Prime
file: 4 || word: Minister
file: 4 || word: Nguyen
file: 4 || word: Xuan
file: 4 || word: Phuc
file: 4 || word: SOEs
file: 4 || word: October
file: 4 || word: Lan
file: 4 || word: Moreover,
file: 4 || word: VOV
file: 5 || word: Former
file: 5 || word: Herman
file: 5 || word: Cain
file: 5 || word: President
file: 5 || word: Trump
file: 5 || word: Federal
file: 5 || word: Reserve's
file: 5 || word: White
file: 5 || word: House
file: 5 || word: Thursday.
file: 5 || word: National
file: 5 || word: Economic
file: 5 || word: Council
file: 5 || word: Director
file: 5 || word: Lawrence
file: 5 || word: Kudlow
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Carnegie
file: 5 || word: Mellon
file: 5 || word: University
file: 5 || word: Marvin
file: 5 || word: Goodfriend,
file: 5 || word: Mr.
file: 5 || word: Kudlow
file: 5 || word: White
file: 5 || word: House
file: 5 || word: Bloomberg
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Fed
file: 5 || word: Fed's
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: National
file: 5 || word: Restaurant
file: 5 || word: Association,
file: 5 || word: CEO.
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Federal
file: 5 || word: Reserve
file: 5 || word: Bank
file: 5 || word: Kansas
file: 5 || word: City
file: 5 || word: Kansas
file: 5 || word: City
file: 5 || word: Fed's
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Godfather's
file: 5 || word: Pizza
file: 5 || word: GOP
file: 5 || word: Sen.
file: 5 || word: Robert
file: 5 || word: Dole.
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: Fed
file: 5 || word: Wall
file: 5 || word: Street
file: 5 || word: Journal.
file: 5 || word: Mr.
file: 5 || word: Cain
file: 5 || word: "However
file: 5 || word: Under
file: 5 || word: Mr.
file: 5 || word: Trump
file: 5 || word: Fed's
file: 5 || word: Mr.
file: 5 || word: Kudlow
file: 5 || word: White
file: 5 || word: House
file: 5 || word: Fed
file: 5 || word: Wednesday
file: 5 || word: Mr.
file: 5 || word: Trump
file: 5 || word: Mr.
file: 5 || word: Goodfriend
file: 5 || word: Fed
file: 5 || word: Senate
file: 5 || word: But
file: 5 || word: Senate
file: 5 || word: Congress.
file: 6 || word: Lok
file: 6 || word: Sabha
file: 6 || word: Piyush
file: 6 || word: Goyal
file: 6 || word: Friday
file: 6 || word: Budget
file: 6 || word: Narendra
file: 6 || word: Modi
file: 6 || word: NDA
file: 6 || word: Modi's
file: 6 || word: 'Sabka
file: 6 || word: This
file: 6 || word: Congress
file: 6 || word: Rahul
file: 6 || word: Gandhi
file: 6 || word: Indira
file: 6 || word: Gandhi's
file: 6 || word: 'Garibi
file: 6 || word: Besides
file: 6 || word: Rahul's
file: 6 || word: Universal
file: 6 || word: Basic
file: 6 || word: Income
file: 6 || word: That
file: 6 || word: July
file: 6 || word: Assembly
file: 6 || word: Raman
file: 6 || word: Singh,
file: 6 || word: BJP
file: 6 || word: Chief
file: 6 || word: Minister,
file: 6 || word: This,
file: 6 || word: Raman
file: 6 || word: Singh's
file: 6 || word: Congress,
file: 6 || word: CM
file: 6 || word: People
file: 6 || word: Congress's
file: 6 || word: BJP's
file: 6 || word: Sanchar
file: 6 || word: Kranti
file: 6 || word: Yojana.
file: 6 || word: Couldn't
file: 6 || word: Raman
file: 6 || word: Singh
file: 6 || word: (PDS)
file: 6 || word: UPA
file: 6 || word: Centre
file: 6 || word: National
file: 6 || word: Food
file: 6 || word: Security
file: 6 || word: Act
file: 6 || word: Further,
file: 6 || word: Chhattisgarh
file: 6 || word: They
file: 6 || word: They
file: 6 || word: They
file: 6 || word: This
file: 6 || word: Congress
file: 6 || word: Assembly
file: 6 || word: Hindi
file: 6 || word: Madhya
file: 6 || word: Pradesh,
file: 6 || word: Congress
file: 6 || word: Welfare
file: 6 || word: United
file: 6 || word: States
file: 6 || word: Congress
file: 6 || word: Chief
file: 6 || word: Minister
file: 6 || word: "For
file: 6 || word: They
file: 6 || word: They
file: 6 || word: Moreover,
file: 6 || word: September
file: 6 || word: UNDP
file: 6 || word: Oxford
file: 6 || word: Poverty
file: 6 || word: Human
file: 6 || word: Development
file: 6 || word: Initiative
file: 6 || word: This
file: 6 || word: But
file: 6 || word: GDP
file: 6 || word: Welfare
file: 6 || word: Politicians
file: 6 || word: Congress
file: 6 || word: BJP.
file: 6 || word: Welfare
file: 6 || word: Modi
file: 6 || word: Rahul.
file: 6 || word: Looking
file: 6 || word: So,
file: 6 || word: Not
file: 6 || word: Astute
file: 6 || word: Narasimha
file: 6 || word: Rao
file: 6 || word: Vajpayee
file: 6 || word: Manmohan
file: 6 || word: Singh.
file: 6 || word: Ahead
file: 6 || word: Modi
file: 6 || word: Mahatma
file: 6 || word: Gandhi
file: 6 || word: National
file: 6 || word: Rural
file: 6 || word: Employment
file: 6 || word: Guarantee
file: 6 || word: Act
file: 6 || word: UPA's
file: 6 || word: Many
file: 6 || word: But
file: 6 || word: Budget
file: 6 || word: UPA
file: 6 || word: II).
file: 6 || word: Similarly,
file: 6 || word: But
file: 6 || word: BJP
file: 6 || word: Madhya
file: 6 || word: Pradesh
file: 6 || word: Congress
file: 6 || word: BJP
file: 6 || word: Uttar
file: 6 || word: Pradesh
file: 6 || word: Many
file: 6 || word: UPA's
file: 6 || word: Budget
file: 6 || word: UPA
file: 6 || word: February
file: 6 || word: But
file: 6 || word: UPA
file: 8 || word: Thursday
file: 8 || word: November
file: 8 || word: March
file: 8 || word: GST,
file: 8 || word: Growth
file: 8 || word: Narendra
file: 8 || word: Modi
file: 8 || word: BJP
file: 8 || word: NDA
file: 8 || word: UPA
file: 8 || word: NDA
file: 8 || word: UPA
file: 8 || word: "There
file: 8 || word: Upward
file: 8 || word: Revision
file: 8 || word: Across
file: 8 || word: All
file: 8 || word: Sectors,
file: 8 || word: DK
file: 8 || word: Joshi,
file: 8 || word: Crisil.
file: 8 || word: Ministry
file: 8 || word: Corporate
file: 8 || word: Affairs
file: 8 || word: Nabard.
file: 8 || word: Some
file: 8 || word: These
file: 8 || word: SMEs
file: 8 || word: Outside
file: 8 || word: Madan
file: 8 || word: Sabnavis,
file: 8 || word: CARE
file: 8 || word: Ratings.
file: 8 || word: Soumya
file: 8 || word: Kanti
file: 8 || word: Ghosh,
file: 8 || word: State
file: 8 || word: Bank
file: 8 || word: "Thus,
file: 8 || word: GDP
file: 8 || word: State
file: 8 || word: Bank
file: 8 || word: "With
file: 8 || word: Ghosh.
file: 8 || word: "We
file: 8 || word: Nominal
file: 8 || word: GDP,
file: 8 || word: GDP
file: 8 || word: For
file: 9 || word: Thursday
file: 9 || word: November
file: 9 || word: March
file: 9 || word: GST,
file: 10 || word: Thursday
file: 10 || word: GDP
